interview_id,impoundment_code,boat_or_shore,hours_fishing,preferred_species,event_id,sample_date,age_count,angler_gender,angler_age
94592,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Female,16-64
94592,RFFA,1,1,***No Fish***,94743,4/1/2013,4,Male,16-64
94591,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,1,Male,16-64
94590,RFFA,1,3,White Bass,94743,4/1/2013,2,Male,16-64
94589,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,1,Female,16-64
94589,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,1,Male,16-64
94588,RFFA,1,0.25,***No Fish***,94743,4/1/2013,2,Male,16-64
94587,RFFA,1,1.5,***No Fish***,94743,4/1/2013,1,Male,16-64
94586,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94585,RFFA,1,0.5,***No Fish***,94743,4/1/2013,1,Male,16-64
94584,RFFA,1,0.75,White Bass,94743,4/1/2013,1,Male,16-64
94583,RFFA,1,0.25,***No Fish***,94743,4/1/2013,2,Male,16-64
94582,RFFA,1,0.75,***No Fish***,94743,4/1/2013,1,Male,16-64
94581,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,1,Male,16-64
94581,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,1,Male,<16
94581,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,4,Female,16-64
94580,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Female,16-64
94580,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94579,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94579,RFFA,1,0.25,***No Fish***,94743,4/1/2013,2,Male,<16
94578,RFFA,1,0.5,***No Fish***,94743,4/1/2013,3,Male,16-64
94577,RFFA,1,0.75,Channel Catfish,94743,4/1/2013,2,Male,16-64
94576,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,4,Male,16-64
94575,RFFA,1,1,***No Fish***,94743,4/1/2013,2,Male,16-64
94574,RFFA,1,0.5,White Crappie,94743,4/1/2013,1,Male,16-64
94573,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94572,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94571,RFFA,1,0.5,***No Fish***,94743,4/1/2013,1,Male,16-64
94570,RFFA,1,1,Saugeye,94743,4/1/2013,1,Male,16-64
94569,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Female,16-64
94569,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Male,16-64
94568,RFFA,1,4.5,***No Fish***,94743,4/1/2013,1,Male,16-64
94567,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Female,16-64
94567,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Male,16-64
94566,RFFA,1,2.5,Channel Catfish,94743,4/1/2013,1,Male,16-64
94565,RFFA,1,1,Saugeye,94743,4/1/2013,2,Male,16-64
94564,RFFA,1,0.25,***No Fish***,94743,4/1/2013,2,Male,16-64
94563,RFFA,1,2.5,Channel Catfish,94743,4/1/2013,1,Male,16-64
94562,RFFA,1,0.25,***No Fish***,94743,4/1/2013,4,Male,16-64
94561,RFFA,1,0.5,***No Fish***,94743,4/1/2013,1,Male,16-64
94560,RFFA,1,1,Saugeye,94743,4/1/2013,2,Male,16-64
94559,RFFA,1,0.5,***No Fish***,94743,4/1/2013,1,Female,16-64
94559,RFFA,1,0.5,***No Fish***,94743,4/1/2013,2,Male,16-64
94559,RFFA,1,0.5,***No Fish***,94743,4/1/2013,4,Female,<16
94558,RFFA,1,4,***No Fish***,94743,4/1/2013,1,Male,16-64
94557,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Female,16-64
94557,RFFA,1,1,***No Fish***,94743,4/1/2013,2,Male,65-74
94556,RFFA,1,1,***No Fish***,94743,4/1/2013,1,Male,16-64
94556,RFFA,1,1,***No Fish***,94743,4/1/2013,2,Female,16-64
94555,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Female,16-64
94555,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94554,RFFA,1,0.25,***No Fish***,94743,4/1/2013,1,Male,16-64
94553,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,1,Female,16-64
94553,RFFA,1,0.25,Channel Catfish,94743,4/1/2013,2,Male,16-64
94552,RFFA,1,1.5,***No Fish***,94743,4/1/2013,2,Male,16-64
94551,RFFA,1,1,***No Fish***,94742,4/1/2013,1,Female,16-64
94551,RFFA,1,1,***No Fish***,94742,4/1/2013,1,Male,16-64
94550,RFFA,1,1.5,***No Fish***,94742,4/1/2013,1,Male,16-64
94549,RFFA,1,1.25,Wiper - W x S Bass,94742,4/1/2013,1,Male,16-64
94548,RFFA,1,1,***No Fish***,94742,4/1/2013,1,Male,16-64
94547,RFFA,1,1.25,***No Fish***,94742,4/1/2013,1,Female,16-64
94547,RFFA,1,1.25,***No Fish***,94742,4/1/2013,1,Male,<16
94547,RFFA,1,1.25,***No Fish***,94742,4/1/2013,2,Male,16-64
94546,RFFA,1,2,***No Fish***,94742,4/1/2013,1,Male,16-64
94545,RFFA,1,0.25,***No Fish***,94742,4/1/2013,1,Female,16-64
94545,RFFA,1,0.25,***No Fish***,94742,4/1/2013,1,Male,16-64
94544,RFFA,1,1.5,***No Fish***,94742,4/1/2013,1,Male,16-64
94543,RFFA,1,0.5,White Bass,94742,4/1/2013,2,Male,16-64
94542,RFFA,1,0.25,***No Fish***,94742,4/1/2013,1,Female,16-64
94542,RFFA,1,0.25,***No Fish***,94742,4/1/2013,1,Male,<16
94542,RFFA,1,0.25,***No Fish***,94742,4/1/2013,2,Male,16-64
94541,RFFA,1,2.5,***No Fish***,94742,4/1/2013,1,Male,16-64
94540,RFFA,1,0.75,Saugeye,94742,4/1/2013,1,Male,16-64
94539,RFFA,1,0.25,***No Fish***,94742,4/1/2013,2,Male,16-64
94538,RFFA,1,1.5,***No Fish***,94742,4/1/2013,1,Male,16-64
94538,RFFA,1,1.5,***No Fish***,94742,4/1/2013,1,Male,65-74
94537,RFFA,1,3.5,***No Fish***,94742,4/1/2013,1,Male,16-64
94536,RFFA,1,0.5,***No Fish***,94742,4/1/2013,2,Male,65-74
94535,RFFA,1,1,***No Fish***,94741,3/1/2013,1,Female,16-64
94535,RFFA,1,1,***No Fish***,94741,3/1/2013,1,Male,16-64
94534,RFFA,1,3,***No Fish***,94741,3/1/2013,2,Male,16-64
94533,RFFA,1,2,***No Fish***,94741,3/1/2013,1,Male,<16
94533,RFFA,1,2,***No Fish***,94741,3/1/2013,2,Male,16-64
94532,RFFA,1,3,***No Fish***,94741,3/1/2013,1,Male,16-64
94531,RFFA,1,5,***No Fish***,94741,3/1/2013,2,Male,16-64
94530,RFFA,1,1,Saugeye,94741,3/1/2013,1,Male,16-64
94529,RFFA,1,2.5,***No Fish***,94741,3/1/2013,1,Female,16-64
94529,RFFA,1,2.5,***No Fish***,94741,3/1/2013,1,Male,16-64
94528,RFFA,1,1.25,Wiper - W x S Bass,94741,3/1/2013,1,Male,16-64
94527,RFFA,1,1.25,***No Fish***,94741,3/1/2013,1,Male,16-64
94526,RFFA,1,1.25,Wiper - W x S Bass,94741,3/1/2013,1,Male,16-64
94525,RFFA,1,0.25,***No Fish***,94741,3/1/2013,1,Male,16-64
94524,RFFA,1,0.25,White Crappie,94741,3/1/2013,2,Male,16-64
94523,RFFA,1,3,***No Fish***,94741,3/1/2013,2,Male,16-64
94522,RFFA,1,0.25,White Crappie,94741,3/1/2013,2,Male,16-64
94521,RFFA,1,0.5,Saugeye,94741,3/1/2013,1,Female,16-64
94521,RFFA,1,0.5,Saugeye,94741,3/1/2013,3,Male,16-64
94520,RFFA,1,3,***No Fish***,94741,3/1/2013,1,Male,16-64
94520,RFFA,1,3,***No Fish***,94741,3/1/2013,1,Male,<16
94519,RFFA,1,5,***No Fish***,94741,3/1/2013,2,Male,16-64
94518,RFFA,1,1,***No Fish***,94741,3/1/2013,1,Female,16-64
94518,RFFA,1,1,***No Fish***,94741,3/1/2013,1,Male,16-64
94517,RFFA,1,2,***No Fish***,94741,3/1/2013,1,Male,16-64
94516,RFFA,1,1,Saugeye,94741,3/1/2013,1,Female,16-64
94516,RFFA,1,1,Saugeye,94741,3/1/2013,1,Male,16-64
94515,RFFA,1,2.75,Channel Catfish,94740,3/1/2013,1,Female,16-64
94515,RFFA,1,2.75,Channel Catfish,94740,3/1/2013,1,Male,16-64
94515,RFFA,1,2.75,Channel Catfish,94740,3/1/2013,1,Male,65-74
94514,RFFA,1,5,***No Fish***,94740,3/1/2013,1,Male,65-74
94513,RFFA,1,1,Saugeye,94740,3/1/2013,1,Male,16-64
94512,RFFA,1,3,Saugeye,94740,3/1/2013,1,Male,16-64
94511,RFFA,1,3,Saugeye,94740,3/1/2013,1,Male,16-64
94510,RFFA,1,1.5,White Crappie,94740,3/1/2013,1,Male,16-64
94509,RFFA,1,0.5,White Bass,94740,3/1/2013,2,Male,16-64
94508,RFFA,1,0.5,***No Fish***,94740,3/1/2013,1,Female,16-64
94508,RFFA,1,0.5,***No Fish***,94740,3/1/2013,2,Male,<16
94507,RFFA,1,0.25,White Bass,94740,3/1/2013,1,Female,<16
94507,RFFA,1,0.25,White Bass,94740,3/1/2013,1,Male,16-64
94507,RFFA,1,0.25,White Bass,94740,3/1/2013,1,Male,<16
94506,RFFA,1,1.75,***No Fish***,94740,3/1/2013,1,Male,16-64
94505,RFFA,1,4,Saugeye,94740,3/1/2013,1,Male,16-64
94504,RFFA,1,2,White Bass,94740,3/1/2013,1,Male,16-64
94503,RFFA,1,1,***No Fish***,94740,3/1/2013,1,Male,16-64
94502,RFFA,1,2,***No Fish***,94740,3/1/2013,1,Male,16-64
94501,RFFA,1,0.25,Walleye,94740,3/1/2013,1,Male,16-64
94500,RFFA,1,0.75,Channel Catfish,94740,3/1/2013,1,Female,16-64
94500,RFFA,1,0.75,Channel Catfish,94740,3/1/2013,1,Male,16-64
94500,RFFA,1,0.75,Channel Catfish,94740,3/1/2013,1,Male,<16
94499,RFFA,1,1.25,Channel Catfish,94740,3/1/2013,1,Female,16-64
94499,RFFA,1,1.25,Channel Catfish,94740,3/1/2013,1,Male,16-64
94498,RFFA,1,1.5,Saugeye,94740,3/1/2013,1,Male,16-64
94497,RFFA,1,1,***No Fish***,94740,3/1/2013,1,Male,16-64
94496,RFFA,1,4,Saugeye,94740,3/1/2013,1,Male,16-64
94495,RFFA,1,1.5,Saugeye,94740,3/1/2013,1,Male,16-64
94494,RFFA,1,3,***No Fish***,94740,3/1/2013,1,Male,16-64
94493,RFFA,1,1.25,***No Fish***,94740,3/1/2013,1,Male,16-64
94492,RFFA,1,0.25,Channel Catfish,94739,3/1/2013,1,Female,<16
94492,RFFA,1,0.25,Channel Catfish,94739,3/1/2013,1,Male,16-64
94491,RFFA,1,0.25,Channel Catfish,94739,3/1/2013,1,Male,16-64
94490,RFFA,1,1,Channel Catfish,94739,3/1/2013,1,Male,16-64
94489,RFFA,1,1,Saugeye,94739,3/1/2013,2,Male,16-64
94488,RFFA,1,0.5,***No Fish***,94739,3/1/2013,1,Male,16-64
94487,RFFA,1,0.25,***No Fish***,94739,3/1/2013,1,Male,16-64
94486,RFFA,1,0.5,***No Fish***,94739,3/1/2013,1,Female,16-64
94486,RFFA,1,0.5,***No Fish***,94739,3/1/2013,2,Male,16-64
94485,RFFA,1,1,Saugeye,94739,3/1/2013,1,Male,16-64
94485,RFFA,1,1,Saugeye,94739,3/1/2013,1,Male,<16
94484,RFFA,1,1,Channel Catfish,94739,3/1/2013,1,Male,16-64
94483,RFFA,1,0.5,Flathead Catfish,94739,3/1/2013,1,Male,16-64
94482,RFFA,1,0.5,***No Fish***,94739,3/1/2013,3,Male,16-64
94481,RFFA,1,0.5,Channel Catfish,94738,10/1/2005,1,Male,16-64
94480,RFFA,1,0.5,Channel Catfish,94738,10/1/2005,2,Male,16-64
94479,RFFA,1,1,Channel Catfish,94738,10/1/2005,1,Male,16-64
94478,RFFA,1,1,Saugeye,94738,10/1/2005,1,Male,16-64
94477,RFFA,1,1,White Bass,94738,10/1/2005,2,Male,16-64
94476,RFFA,1,3,Channel Catfish,94738,10/1/2005,2,Male,16-64
94475,RFFA,1,0.5,Saugeye,94738,10/1/2005,1,Male,16-64
94474,RFFA,1,1,White Bass,94738,10/1/2005,1,Male,16-64
94473,RFFA,1,2,Channel Catfish,94738,10/1/2005,1,Female,16-64
94473,RFFA,1,2,Channel Catfish,94738,10/1/2005,1,Male,16-64
94472,RFFA,1,1,White Crappie,94738,10/1/2005,2,Male,16-64
94471,RFFA,1,0.5,Channel Catfish,94738,10/1/2005,1,Female,16-64
94471,RFFA,1,0.5,Channel Catfish,94738,10/1/2005,1,Male,16-64
94470,RFFA,1,2,White Bass,94737,10/1/2005,2,Male,16-64
94469,RFFA,1,2,Channel Catfish,94737,10/1/2005,1,Male,16-64
94468,RFFA,1,5,White Bass,94737,10/1/2005,1,Male,16-64
94467,RFFA,1,3,Channel Catfish,94737,10/1/2005,2,Male,16-64
94466,RFFA,1,1,Channel Catfish,94737,10/1/2005,2,Male,16-64
94465,RFFA,1,6,White Crappie,94737,10/1/2005,1,Male,16-64
94464,RFFA,1,1,Channel Catfish,94737,10/1/2005,2,Male,16-64
94463,RFFA,1,0.5,Channel Catfish,94737,10/1/2005,2,Male,16-64
94462,RFFA,1,2,Channel Catfish,94737,10/1/2005,1,Male,16-64
94461,RFFA,1,0.5,Channel Catfish,94737,10/1/2005,1,Male,16-64
94460,RFFA,1,1,Channel Catfish,94737,10/1/2005,1,Female,16-64
94460,RFFA,1,1,Channel Catfish,94737,10/1/2005,1,Male,16-64
94459,RFFA,1,2,White Bass,94736,10/1/2005,1,Male,16-64
94459,RFFA,1,2,White Bass,94736,10/1/2005,2,Female,16-64
94458,RFFA,1,2,Saugeye,94736,10/1/2005,1,Male,16-64
94457,RFFA,1,2,White Bass,94736,10/1/2005,1,Male,16-64
94456,RFFA,1,0.5,Channel Catfish,94736,10/1/2005,1,Male,65-74
94455,RFFA,1,1,Channel Catfish,94736,10/1/2005,1,Male,16-64
94455,RFFA,1,1,Channel Catfish,94736,10/1/2005,1,Male,65-74
94454,RFFA,1,2,Channel Catfish,94736,10/1/2005,1,Male,16-64
94454,RFFA,1,2,Channel Catfish,94736,10/1/2005,1,Male,<16
94453,RFFA,1,0.5,Channel Catfish,94735,9/1/2005,1,Male,16-64
94453,RFFA,1,0.5,Channel Catfish,94735,9/1/2005,1,Male,<16
94453,RFFA,1,0.5,Channel Catfish,94735,9/1/2005,2,Female,16-64
94452,RFFA,1,1,Flathead Catfish,94735,9/1/2005,1,Male,16-64
94451,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Female,65-74
94451,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Male,65-74
94450,RFFA,1,12,Channel Catfish,94735,9/1/2005,1,Female,16-64
94450,RFFA,1,12,Channel Catfish,94735,9/1/2005,1,Male,16-64
94449,RFFA,1,5,Channel Catfish,94735,9/1/2005,1,Female,16-64
94449,RFFA,1,5,Channel Catfish,94735,9/1/2005,1,Male,16-64
94448,RFFA,1,0.5,Channel Catfish,94735,9/1/2005,2,Male,16-64
94447,RFFA,1,0.5,Saugeye,94735,9/1/2005,1,Male,16-64
94446,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Female,65-74
94446,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Male,65-74
94445,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Male,16-64
94445,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Male,<16
94444,RFFA,1,2,Channel Catfish,94735,9/1/2005,1,Male,16-64
94443,RFFA,1,1,Largemouth Bass,94735,9/1/2005,1,Female,16-64
94443,RFFA,1,1,Largemouth Bass,94735,9/1/2005,1,Male,16-64
94442,RFFA,1,0.5,Channel Catfish,94735,9/1/2005,1,Female,16-64
94442,RFFA,1,0.5,Channel Catfish,94735,9/1/2005,1,Male,16-64
94441,RFFA,1,8,Channel Catfish,94735,9/1/2005,1,Female,16-64
94441,RFFA,1,8,Channel Catfish,94735,9/1/2005,1,Male,16-64
94440,RFFA,1,2,Channel Catfish,94735,9/1/2005,1,Female,16-64
94440,RFFA,1,2,Channel Catfish,94735,9/1/2005,1,Male,<16
94440,RFFA,1,2,Channel Catfish,94735,9/1/2005,2,Male,16-64
94439,RFFA,1,5,Largemouth Bass,94735,9/1/2005,1,Male,16-64
94438,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Female,16-64
94438,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Male,16-64
94437,RFFA,1,1,Channel Catfish,94735,9/1/2005,1,Male,16-64
94436,RFFA,1,1,Saugeye,94734,9/1/2005,1,Male,16-64
94435,RFFA,1,0.5,Saugeye,94734,9/1/2005,1,Male,16-64
94434,RFFA,1,3,Channel Catfish,94734,9/1/2005,1,Female,16-64
94434,RFFA,1,3,Channel Catfish,94734,9/1/2005,1,Male,16-64
94433,RFFA,1,3,Saugeye,94734,9/1/2005,1,Male,16-64
94432,RFFA,1,1,Channel Catfish,94734,9/1/2005,2,Male,16-64
94431,RFFA,1,4,Channel Catfish,94734,9/1/2005,1,Male,65-74
94430,RFFA,1,0.5,Channel Catfish,94734,9/1/2005,2,Male,16-64
94429,RFFA,1,1,Saugeye,94734,9/1/2005,1,Male,16-64
94428,RFFA,1,0.5,Channel Catfish,94734,9/1/2005,1,Female,<16
94428,RFFA,1,0.5,Channel Catfish,94734,9/1/2005,1,Male,16-64
94428,RFFA,1,0.5,Channel Catfish,94734,9/1/2005,1,Male,<16
94427,RFFA,1,0.5,White Bass,94734,9/1/2005,1,Male,16-64
94426,RFFA,1,0.5,Saugeye,94734,9/1/2005,1,Female,16-64
94426,RFFA,1,0.5,Saugeye,94734,9/1/2005,3,Male,16-64
94425,RFFA,1,0.5,Flathead Catfish,94734,9/1/2005,1,Male,16-64
94424,RFFA,1,0.5,Channel Catfish,94734,9/1/2005,1,Male,16-64
94423,RFFA,1,0.5,Channel Catfish,94734,9/1/2005,1,Male,65-74
94422,RFFA,1,5,Largemouth Bass,94734,9/1/2005,1,Male,65-74
94421,RFFA,1,3,Channel Catfish,94734,9/1/2005,1,Male,16-64
94420,RFFA,1,0.5,Channel Catfish,94733,9/1/2005,1,Female,16-64
94420,RFFA,1,0.5,Channel Catfish,94733,9/1/2005,1,Male,65-74
94419,RFFA,1,0.5,Channel Catfish,94733,9/1/2005,1,Female,<16
94419,RFFA,1,0.5,Channel Catfish,94733,9/1/2005,1,Male,16-64
94419,RFFA,1,0.5,Channel Catfish,94733,9/1/2005,1,Male,<16
94418,RFFA,1,1,Channel Catfish,94733,9/1/2005,2,Male,16-64
94417,RFFA,1,0.5,Channel Catfish,94733,9/1/2005,1,Male,16-64
94416,RFFA,1,0.5,White Bass,94733,9/1/2005,2,Male,16-64
94415,RFFA,1,1,Channel Catfish,94733,9/1/2005,2,Male,16-64
94414,RFFA,1,1,Flathead Catfish,94733,9/1/2005,2,Male,16-64
94413,RFFA,1,2,Channel Catfish,94732,8/1/2005,1,Female,16-64
94413,RFFA,1,2,Channel Catfish,94732,8/1/2005,2,Male,16-64
94412,RFFA,1,2,Black Crappie,94732,8/1/2005,1,Male,16-64
94411,RFFA,1,2,Channel Catfish,94732,8/1/2005,2,Male,16-64
94410,RFFA,1,1,Freshwater Drum,94732,8/1/2005,1,Male,16-64
94409,RFFA,1,1,Channel Catfish,94732,8/1/2005,1,Female,16-64
94409,RFFA,1,1,Channel Catfish,94732,8/1/2005,1,Male,16-64
94409,RFFA,1,1,Channel Catfish,94732,8/1/2005,1,Male,<16
94408,RFFA,1,1,Channel Catfish,94732,8/1/2005,1,Male,16-64
94407,RFFA,1,1,Channel Catfish,94732,8/1/2005,1,Male,16-64
94406,RFFA,1,1,Channel Catfish,94732,8/1/2005,1,Male,16-64
94405,RFFA,1,0.25,Channel Catfish,94732,8/1/2005,1,Male,16-64
94404,RFFA,1,1,Channel Catfish,94732,8/1/2005,2,Male,16-64
94403,RFFA,1,2,Channel Catfish,94732,8/1/2005,2,Male,16-64
94403,RFFA,1,2,Channel Catfish,94732,8/1/2005,2,Male,<16
94402,RFFA,1,3,Channel Catfish,94731,8/1/2005,1,Male,16-64
94402,RFFA,1,3,Channel Catfish,94731,8/1/2005,1,Male,65-74
94401,RFFA,1,2,Channel Catfish,94731,8/1/2005,1,Male,16-64
94400,RFFA,1,2,Channel Catfish,94731,8/1/2005,2,Male,65-74
94399,RFFA,1,3,Channel Catfish,94731,8/1/2005,1,Female,16-64
94399,RFFA,1,3,Channel Catfish,94731,8/1/2005,2,Male,<16
94399,RFFA,1,3,Channel Catfish,94731,8/1/2005,3,Male,16-64
94398,RFFA,1,2,Channel Catfish,94731,8/1/2005,2,Male,16-64
94398,RFFA,1,2,Channel Catfish,94731,8/1/2005,2,Male,<16
94397,RFFA,1,2,Channel Catfish,94730,8/1/2005,1,Male,16-64
94396,RFFA,1,2,Channel Catfish,94730,8/1/2005,1,Male,16-64
94395,RFFA,1,2,Channel Catfish,94730,8/1/2005,1,Male,16-64
94394,RFFA,1,0.5,Channel Catfish,94729,7/1/2005,1,Male,16-64
94393,RFFA,1,3,Channel Catfish,94729,7/1/2005,1,Male,16-64
94392,RFFA,1,2,Channel Catfish,94729,7/1/2005,2,Male,16-64
94391,RFFA,1,2,Saugeye,94729,7/1/2005,2,Male,16-64
94390,RFFA,1,2,Black Crappie,94729,7/1/2005,2,Male,16-64
94389,RFFA,1,2,Channel Catfish,94729,7/1/2005,1,Male,16-64
94389,RFFA,1,2,Channel Catfish,94729,7/1/2005,1,Male,<16
94388,RFFA,1,4,Channel Catfish,94728,7/1/2005,2,Male,16-64
94387,RFFA,1,1,Black Crappie,94728,7/1/2005,1,Male,16-64
94386,RFFA,1,6,Channel Catfish,94728,7/1/2005,3,Male,<16
94385,RFFA,1,1,Black Crappie,94728,7/1/2005,1,Male,16-64
94384,RFFA,1,2,Flathead Catfish,94728,7/1/2005,2,Male,16-64
94383,RFFA,1,6,Channel Catfish,94728,7/1/2005,1,Male,16-64
94382,RFFA,1,2,Black Crappie,94728,7/1/2005,1,Male,16-64
94381,RFFA,1,0.25,Black Crappie,94728,7/1/2005,1,Male,16-64
94380,RFFA,1,3,Channel Catfish,94728,7/1/2005,1,Male,16-64
94379,RFFA,1,2,Saugeye,94728,7/1/2005,2,Male,16-64
94378,RFFA,1,3,Saugeye,94727,7/1/2005,1,Male,16-64
94377,RFFA,1,4,Channel Catfish,94727,7/1/2005,2,Male,16-64
94376,RFFA,1,2,Channel Catfish,94727,7/1/2005,1,Male,65-74
94375,RFFA,1,1,Channel Catfish,94727,7/1/2005,1,Male,16-64
94374,RFFA,1,2,Black Crappie,94727,7/1/2005,1,Male,16-64
94373,RFFA,1,2,Saugeye,94727,7/1/2005,1,Male,16-64
94372,RFFA,1,2,Channel Catfish,94727,7/1/2005,1,Male,65-74
94372,RFFA,1,2,Channel Catfish,94727,7/1/2005,1,Male,<16
94371,RFFA,1,1,Channel Catfish,94727,7/1/2005,1,Male,16-64
94370,RFFA,1,2,Saugeye,94727,7/1/2005,2,Male,16-64
94369,RFFA,1,2,Channel Catfish,94726,6/1/2005,1,Male,16-64
94368,RFFA,1,1,Channel Catfish,94726,6/1/2005,2,Male,16-64
94367,RFFA,1,1,Saugeye,94726,6/1/2005,1,Male,16-64
94366,RFFA,1,4,Channel Catfish,94726,6/1/2005,2,Male,16-64
94365,RFFA,1,2,Saugeye,94726,6/1/2005,1,Male,16-64
94364,RFFA,1,8,Channel Catfish,94726,6/1/2005,3,Male,16-64
94363,RFFA,1,2,Channel Catfish,94726,6/1/2005,2,Male,16-64
94362,RFFA,1,1,Channel Catfish,94726,6/1/2005,1,Male,16-64
94361,RFFA,1,2,Channel Catfish,94726,6/1/2005,2,Male,16-64
94360,RFFA,1,1,LONGNOSE GAR,94726,6/1/2005,1,Male,65-74
94359,RFFA,1,2,Saugeye,94726,6/1/2005,1,Male,16-64
94358,RFFA,1,1,Channel Catfish,94726,6/1/2005,2,Male,16-64
94357,RFFA,1,1,Channel Catfish,94726,6/1/2005,1,Male,16-64
94356,RFFA,1,1,Channel Catfish,94726,6/1/2005,1,Female,16-64
94356,RFFA,1,1,Channel Catfish,94726,6/1/2005,2,Male,16-64
94355,RFFA,1,1,Channel Catfish,94726,6/1/2005,2,Male,16-64
94354,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Female,16-64
94354,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Male,16-64
94353,RFFA,1,1,Channel Catfish,94726,6/1/2005,1,Male,16-64
94352,RFFA,1,1,Channel Catfish,94726,6/1/2005,1,Female,16-64
94352,RFFA,1,1,Channel Catfish,94726,6/1/2005,1,Male,16-64
94351,RFFA,1,2,Saugeye,94726,6/1/2005,1,Male,16-64
94350,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Female,16-64
94350,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Female,<16
94350,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Male,16-64
94350,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Male,<16
94349,RFFA,1,1,Common Carp,94726,6/1/2005,1,Female,16-64
94349,RFFA,1,1,Common Carp,94726,6/1/2005,3,Male,16-64
94348,RFFA,1,2,Freshwater Drum,94726,6/1/2005,2,Male,16-64
94347,RFFA,1,3,Channel Catfish,94726,6/1/2005,2,Female,16-64
94346,RFFA,1,2,Black Crappie,94726,6/1/2005,1,Male,16-64
94345,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Female,16-64
94345,RFFA,1,3,Channel Catfish,94726,6/1/2005,1,Male,16-64
94344,RFFA,1,2,Channel Catfish,94726,6/1/2005,2,Female,16-64
94344,RFFA,1,2,Channel Catfish,94726,6/1/2005,2,Male,16-64
94343,RFFA,1,0.25,Channel Catfish,94725,6/1/2005,1,Male,16-64
94342,RFFA,1,0.5,Channel Catfish,94725,6/1/2005,1,Male,16-64
94341,RFFA,1,0.5,Saugeye,94725,6/1/2005,1,Male,16-64
94340,RFFA,1,1,Flathead Catfish,94725,6/1/2005,1,Male,16-64
94339,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Male,16-64
94338,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Male,16-64
94337,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Female,<16
94337,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Male,16-64
94336,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Male,16-64
94336,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Male,<16
94335,RFFA,1,1,Channel Catfish,94725,6/1/2005,2,Male,16-64
94334,RFFA,1,0.5,Saugeye,94725,6/1/2005,1,Male,16-64
94333,RFFA,1,1,Saugeye,94725,6/1/2005,1,Male,16-64
94332,RFFA,1,1,Channel Catfish,94725,6/1/2005,1,Female,16-64
94332,RFFA,1,1,Channel Catfish,94725,6/1/2005,1,Male,16-64
94331,RFFA,1,1,Channel Catfish,94725,6/1/2005,2,Male,16-64
94330,RFFA,1,1,Channel Catfish,94725,6/1/2005,1,Male,65-74
94329,RFFA,1,1,Channel Catfish,94725,6/1/2005,1,Male,16-64
94328,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Female,16-64
94328,RFFA,1,2,Channel Catfish,94725,6/1/2005,1,Female,65-74
94327,RFFA,1,4,Channel Catfish,94725,6/1/2005,2,Male,16-64
94326,RFFA,1,4,Flathead Catfish,94725,6/1/2005,1,Male,16-64
94325,RFFA,1,2,Flathead Catfish,94725,6/1/2005,1,Male,16-64
