agency,site,date,year,impd,cfs,id
USGS,06891500,2015-06-17,2015,CLSB,70.4,CLSB2015
USGS,06891500,2015-06-18,2015,CLSB,55.1,CLSB2015
USGS,06891500,2015-06-19,2015,CLSB,565,CLSB2015
USGS,06891500,2015-06-20,2015,CLSB,2160,CLSB2015
USGS,06891500,2015-06-21,2015,CLSB,2170,CLSB2015
USGS,06891500,2015-06-22,2015,CLSB,2260,CLSB2015
USGS,06891500,2015-06-23,2015,CLSB,2900,CLSB2015
USGS,06891500,2015-06-24,2015,CLSB,2910,CLSB2015
USGS,06891500,2015-06-25,2015,CLSB,2890,CLSB2015
USGS,06891500,2015-06-26,2015,CLSB,2910,CLSB2015
USGS,06891500,2015-06-27,2015,CLSB,2870,CLSB2015
USGS,06891500,2015-06-28,2015,CLSB,2830,CLSB2015
USGS,06891500,2015-06-29,2015,CLSB,2010,CLSB2015
USGS,06891500,2015-06-30,2015,CLSB,36.1,CLSB2015
USGS,06891500,2015-07-01,2015,CLSB,28.8,CLSB2015
USGS,06891500,2015-07-02,2015,CLSB,27.4,CLSB2015
USGS,06891500,2015-07-03,2015,CLSB,56.1,CLSB2015
USGS,06891500,2015-07-04,2015,CLSB,27.4,CLSB2015
USGS,06891500,2015-07-05,2015,CLSB,25.2,CLSB2015
USGS,06891500,2015-07-06,2015,CLSB,52.1,CLSB2015
USGS,06891500,2015-07-07,2015,CLSB,212,CLSB2015
USGS,06891500,2015-07-08,2015,CLSB,106,CLSB2015
USGS,06891500,2015-07-09,2015,CLSB,77.1,CLSB2015
USGS,06891500,2015-07-10,2015,CLSB,179,CLSB2015
USGS,06891500,2015-07-11,2015,CLSB,591,CLSB2015
USGS,06891500,2015-07-12,2015,CLSB,513,CLSB2015
USGS,06891500,2015-07-13,2015,CLSB,493,CLSB2015
USGS,06891500,2015-07-14,2015,CLSB,523,CLSB2015
USGS,06891500,2015-07-15,2015,CLSB,573,CLSB2015
USGS,06891500,2015-07-16,2015,CLSB,590,CLSB2015
USGS,06891500,2015-07-17,2015,CLSB,532,CLSB2015
USGS,06891500,2015-07-18,2015,CLSB,516,CLSB2015
USGS,06891500,2015-07-19,2015,CLSB,504,CLSB2015
USGS,06891500,2015-07-20,2015,CLSB,514,CLSB2015
USGS,06891500,2015-07-21,2015,CLSB,466,CLSB2015
USGS,06891500,2015-07-22,2015,CLSB,459,CLSB2015
USGS,06891500,2015-07-23,2015,CLSB,456,CLSB2015
USGS,06891500,2015-07-24,2015,CLSB,454,CLSB2015
USGS,06891500,2015-07-25,2015,CLSB,452,CLSB2015
USGS,06891500,2015-07-26,2015,CLSB,452,CLSB2015
USGS,06891500,2015-07-27,2015,CLSB,453,CLSB2015
USGS,06891500,2015-07-28,2015,CLSB,453,CLSB2015
USGS,06891500,2015-07-29,2015,CLSB,457,CLSB2015
USGS,06891500,2015-07-30,2015,CLSB,272,CLSB2015
USGS,06891500,2015-07-31,2015,CLSB,23.5,CLSB2015
USGS,06891500,2015-08-01,2015,CLSB,21.9,CLSB2015
USGS,06891500,2015-08-02,2015,CLSB,22,CLSB2015
USGS,06891500,2015-08-03,2015,CLSB,21.2,CLSB2015
USGS,06891500,2015-08-04,2015,CLSB,32.8,CLSB2015
USGS,06891500,2015-08-05,2015,CLSB,27.7,CLSB2015
USGS,06891500,2015-08-06,2015,CLSB,21.7,CLSB2015
USGS,06891500,2015-08-07,2015,CLSB,20.8,CLSB2015
USGS,06891500,2015-08-08,2015,CLSB,86.1,CLSB2015
USGS,06891500,2015-08-09,2015,CLSB,44.5,CLSB2015
USGS,06891500,2015-08-10,2015,CLSB,35.2,CLSB2015
USGS,06891500,2015-08-11,2015,CLSB,25.3,CLSB2015
USGS,06891500,2015-08-12,2015,CLSB,22.1,CLSB2015
USGS,06891500,2015-08-13,2015,CLSB,21.4,CLSB2015
USGS,06891500,2015-08-14,2015,CLSB,20.4,CLSB2015
USGS,06891500,2015-08-15,2015,CLSB,19.9,CLSB2015
USGS,06891500,2015-08-16,2015,CLSB,19.7,CLSB2015
USGS,06891500,2015-08-17,2015,CLSB,19.6,CLSB2015
USGS,06891500,2015-08-18,2015,CLSB,94,CLSB2015
USGS,06891500,2015-08-19,2015,CLSB,99.7,CLSB2015
USGS,06891500,2015-08-20,2015,CLSB,34.7,CLSB2015
USGS,06891500,2015-08-21,2015,CLSB,25.2,CLSB2015
USGS,06891500,2015-08-22,2015,CLSB,22.3,CLSB2015
USGS,06891500,2015-08-23,2015,CLSB,32.3,CLSB2015
USGS,06891500,2015-08-24,2015,CLSB,27.8,CLSB2015
USGS,06891500,2015-08-25,2015,CLSB,22.4,CLSB2015
USGS,06891500,2015-08-26,2015,CLSB,21.3,CLSB2015
USGS,06891500,2015-08-27,2015,CLSB,20.5,CLSB2015
USGS,06891500,2015-08-28,2015,CLSB,20.3,CLSB2015
USGS,06891500,2015-08-29,2015,CLSB,20.5,CLSB2015
USGS,06891500,2015-08-30,2015,CLSB,20,CLSB2015
USGS,06891500,2015-08-31,2015,CLSB,19.6,CLSB2015
USGS,06891500,2015-09-01,2015,CLSB,19.2,CLSB2015
USGS,06891500,2015-09-02,2015,CLSB,18.9,CLSB2015
USGS,06891500,2015-09-03,2015,CLSB,19.3,CLSB2015
USGS,06891500,2015-09-04,2015,CLSB,18.5,CLSB2015
USGS,06891500,2015-09-05,2015,CLSB,18.4,CLSB2015
USGS,06891500,2015-09-06,2015,CLSB,18.4,CLSB2015
USGS,06891500,2015-09-07,2015,CLSB,55.3,CLSB2015
USGS,06891500,2015-09-08,2015,CLSB,269,CLSB2015
USGS,06891500,2015-09-09,2015,CLSB,47.1,CLSB2015
USGS,06891500,2015-09-10,2015,CLSB,37.4,CLSB2015
USGS,06891500,2015-09-11,2015,CLSB,193,CLSB2015
USGS,06891500,2015-09-12,2015,CLSB,49.6,CLSB2015
USGS,06891500,2015-09-13,2015,CLSB,30,CLSB2015
USGS,06891500,2015-09-14,2015,CLSB,23.9,CLSB2015
USGS,06891500,2015-09-15,2015,CLSB,20.9,CLSB2015
USGS,06891500,2015-09-16,2015,CLSB,19.3,CLSB2015
USGS,06891500,2015-09-17,2015,CLSB,18.5,CLSB2015
USGS,06891500,2015-09-18,2015,CLSB,30.4,CLSB2015
USGS,06891500,2015-09-19,2015,CLSB,23.8,CLSB2015
USGS,06891500,2015-09-20,2015,CLSB,20.5,CLSB2015
USGS,06891500,2015-09-21,2015,CLSB,18.8,CLSB2015
USGS,06891500,2015-09-22,2015,CLSB,17.9,CLSB2015
USGS,06891500,2015-09-23,2015,CLSB,17.6,CLSB2015
USGS,06891500,2015-09-24,2015,CLSB,17.3,CLSB2015
USGS,06891500,2015-09-25,2015,CLSB,385,CLSB2015
USGS,06891500,2015-09-26,2015,CLSB,1010,CLSB2015
USGS,06891500,2015-09-27,2015,CLSB,1010,CLSB2015
USGS,06891500,2015-09-28,2015,CLSB,601,CLSB2015
USGS,06891500,2015-09-29,2015,CLSB,13.5,CLSB2015
USGS,06891500,2015-09-30,2015,CLSB,7.77,CLSB2015
USGS,06891500,2015-10-01,2015,CLSB,5.91,CLSB2015
USGS,06891500,2015-10-02,2015,CLSB,5.71,CLSB2015
USGS,06891500,2015-10-03,2015,CLSB,7.96,CLSB2015
USGS,06891500,2015-10-04,2015,CLSB,9.28,CLSB2015
USGS,06891500,2015-10-05,2015,CLSB,8.67,CLSB2015
USGS,06891500,2015-10-06,2015,CLSB,8.79,CLSB2015
USGS,06891500,2015-10-07,2015,CLSB,7.17,CLSB2015
USGS,06891500,2015-10-08,2015,CLSB,6.13,CLSB2015
USGS,06891500,2015-10-09,2015,CLSB,5.71,CLSB2015
USGS,06891500,2015-10-10,2015,CLSB,6.21,CLSB2015
USGS,06891500,2015-10-11,2015,CLSB,6.38,CLSB2015
USGS,06891500,2015-10-12,2015,CLSB,6.15,CLSB2015
USGS,06891500,2015-10-13,2015,CLSB,5.77,CLSB2015
USGS,06891500,2015-10-14,2015,CLSB,5.91,CLSB2015
USGS,06891500,2015-10-15,2015,CLSB,5.23,CLSB2015
USGS,06891500,2015-10-16,2015,CLSB,5.53,CLSB2015
USGS,06891500,2015-10-17,2015,CLSB,5.82,CLSB2015
USGS,06891500,2015-10-18,2015,CLSB,5.84,CLSB2015
USGS,06891500,2015-10-19,2015,CLSB,5.46,CLSB2015
USGS,06891500,2015-10-20,2015,CLSB,4.85,CLSB2015
USGS,06891500,2015-10-21,2015,CLSB,5.81,CLSB2015
USGS,06891500,2015-10-22,2015,CLSB,5.96,CLSB2015
USGS,06891500,2015-10-23,2015,CLSB,5.89,CLSB2015
USGS,06891500,2015-10-24,2015,CLSB,6.52,CLSB2015
USGS,06891500,2015-10-25,2015,CLSB,6.28,CLSB2015
USGS,06891500,2015-10-26,2015,CLSB,6.04,CLSB2015
USGS,06891500,2015-10-27,2015,CLSB,6.41,CLSB2015
USGS,06891500,2015-10-28,2015,CLSB,7.03,CLSB2015
USGS,06891500,2015-10-29,2015,CLSB,6.33,CLSB2015
USGS,06891500,2015-10-30,2015,CLSB,6.81,CLSB2015
USGS,06891500,2015-10-31,2015,CLSB,24.5,CLSB2015
USGS,06891500,2017-03-01,2017,CLSB,6.63,CLSB2017
USGS,06891500,2017-03-02,2017,CLSB,6.94,CLSB2017
USGS,06891500,2017-03-03,2017,CLSB,6.35,CLSB2017
USGS,06891500,2017-03-04,2017,CLSB,5.88,CLSB2017
USGS,06891500,2017-03-05,2017,CLSB,6.24,CLSB2017
USGS,06891500,2017-03-06,2017,CLSB,6.38,CLSB2017
USGS,06891500,2017-03-07,2017,CLSB,7.71,CLSB2017
USGS,06891500,2017-03-08,2017,CLSB,6.62,CLSB2017
USGS,06891500,2017-03-09,2017,CLSB,6.34,CLSB2017
USGS,06891500,2017-03-10,2017,CLSB,6.38,CLSB2017
USGS,06891500,2017-03-11,2017,CLSB,5.99,CLSB2017
USGS,06891500,2017-03-12,2017,CLSB,6.68,CLSB2017
USGS,06891500,2017-03-13,2017,CLSB,6.81,CLSB2017
USGS,06891500,2017-03-14,2017,CLSB,6.88,CLSB2017
USGS,06891500,2017-03-15,2017,CLSB,6.98,CLSB2017
USGS,06891500,2017-03-16,2017,CLSB,6.71,CLSB2017
USGS,06891500,2017-03-17,2017,CLSB,6.7,CLSB2017
USGS,06891500,2017-03-18,2017,CLSB,6.85,CLSB2017
USGS,06891500,2017-03-19,2017,CLSB,7.17,CLSB2017
USGS,06891500,2017-03-20,2017,CLSB,6.72,CLSB2017
USGS,06891500,2017-03-21,2017,CLSB,6.68,CLSB2017
USGS,06891500,2017-03-22,2017,CLSB,6.82,CLSB2017
USGS,06891500,2017-03-23,2017,CLSB,6.75,CLSB2017
USGS,06891500,2017-03-24,2017,CLSB,7.04,CLSB2017
USGS,06891500,2017-03-25,2017,CLSB,8.01,CLSB2017
USGS,06891500,2017-03-26,2017,CLSB,7.97,CLSB2017
USGS,06891500,2017-03-27,2017,CLSB,20.1,CLSB2017
USGS,06891500,2017-03-28,2017,CLSB,6.7,CLSB2017
USGS,06891500,2017-03-29,2017,CLSB,165,CLSB2017
USGS,06891500,2017-03-30,2017,CLSB,109,CLSB2017
USGS,06891500,2017-03-31,2017,CLSB,64.1,CLSB2017
USGS,06891500,2017-04-01,2017,CLSB,70.9,CLSB2017
USGS,06891500,2017-04-02,2017,CLSB,67.5,CLSB2017
USGS,06891500,2017-04-03,2017,CLSB,317,CLSB2017
USGS,06891500,2017-04-04,2017,CLSB,197,CLSB2017
USGS,06891500,2017-04-05,2017,CLSB,490,CLSB2017
USGS,06891500,2017-04-06,2017,CLSB,215,CLSB2017
USGS,06891500,2017-04-07,2017,CLSB,353,CLSB2017
USGS,06891500,2017-04-08,2017,CLSB,1240,CLSB2017
USGS,06891500,2017-04-09,2017,CLSB,1200,CLSB2017
USGS,06891500,2017-04-10,2017,CLSB,1480,CLSB2017
USGS,06891500,2017-04-11,2017,CLSB,2180,CLSB2017
USGS,06891500,2017-04-12,2017,CLSB,2160,CLSB2017
USGS,06891500,2017-04-13,2017,CLSB,2140,CLSB2017
USGS,06891500,2017-04-14,2017,CLSB,1910,CLSB2017
USGS,06891500,2017-04-15,2017,CLSB,1100,CLSB2017
USGS,06891500,2017-04-16,2017,CLSB,1690,CLSB2017
USGS,06891500,2017-04-17,2017,CLSB,1350,CLSB2017
USGS,06891500,2017-04-18,2017,CLSB,1190,CLSB2017
USGS,06891500,2017-04-19,2017,CLSB,1150,CLSB2017
USGS,06891500,2017-04-20,2017,CLSB,1130,CLSB2017
USGS,06891500,2017-04-21,2017,CLSB,686,CLSB2017
USGS,06891500,2017-04-22,2017,CLSB,56.7,CLSB2017
USGS,06891500,2017-04-23,2017,CLSB,53.1,CLSB2017
USGS,06891500,2017-04-24,2017,CLSB,50.6,CLSB2017
USGS,06891500,2017-04-25,2017,CLSB,44.4,CLSB2017
USGS,06891500,2017-04-26,2017,CLSB,41.9,CLSB2017
USGS,06891500,2017-04-27,2017,CLSB,35.7,CLSB2017
USGS,06891500,2017-04-28,2017,CLSB,46,CLSB2017
USGS,06891500,2017-04-29,2017,CLSB,224,CLSB2017
USGS,06891500,2017-04-30,2017,CLSB,1180,CLSB2017
USGS,06891500,2017-05-01,2017,CLSB,441,CLSB2017
USGS,06891500,2017-05-02,2017,CLSB,165,CLSB2017
USGS,06891500,2017-05-03,2017,CLSB,168,CLSB2017
USGS,06891500,2017-05-04,2017,CLSB,148,CLSB2017
USGS,06891500,2017-05-05,2017,CLSB,151,CLSB2017
USGS,06891500,2017-05-06,2017,CLSB,306,CLSB2017
USGS,06891500,2017-05-07,2017,CLSB,296,CLSB2017
USGS,06891500,2017-05-08,2017,CLSB,529,CLSB2017
USGS,06891500,2017-05-09,2017,CLSB,849,CLSB2017
USGS,06891500,2017-05-10,2017,CLSB,843,CLSB2017
USGS,06891500,2017-05-11,2017,CLSB,843,CLSB2017
USGS,06891500,2017-05-12,2017,CLSB,834,CLSB2017
USGS,06891500,2017-05-13,2017,CLSB,824,CLSB2017
USGS,06891500,2017-05-14,2017,CLSB,815,CLSB2017
USGS,06891500,2017-05-15,2017,CLSB,811,CLSB2017
USGS,06891500,2017-05-16,2017,CLSB,807,CLSB2017
USGS,06891500,2017-05-17,2017,CLSB,806,CLSB2017
USGS,06891500,2017-05-18,2017,CLSB,805,CLSB2017
USGS,06891500,2017-05-19,2017,CLSB,889,CLSB2017
USGS,06891500,2017-05-20,2017,CLSB,109,CLSB2017
USGS,06891500,2017-05-21,2017,CLSB,67,CLSB2017
USGS,06891500,2017-05-22,2017,CLSB,51.5,CLSB2017
USGS,06891500,2017-05-23,2017,CLSB,47.8,CLSB2017
USGS,06891500,2017-05-24,2017,CLSB,46.5,CLSB2017
USGS,06891500,2017-05-25,2017,CLSB,41.6,CLSB2017
USGS,06891500,2017-05-26,2017,CLSB,40.5,CLSB2017
USGS,06891500,2017-05-27,2017,CLSB,44.4,CLSB2017
USGS,06891500,2017-05-28,2017,CLSB,40.1,CLSB2017
USGS,06891500,2017-05-29,2017,CLSB,36.5,CLSB2017
USGS,06891500,2017-05-30,2017,CLSB,36.8,CLSB2017
USGS,06891500,2017-05-31,2017,CLSB,37.6,CLSB2017
USGS,06891500,2017-06-01,2017,CLSB,51.4,CLSB2017
USGS,06891500,2017-06-02,2017,CLSB,41.4,CLSB2017
USGS,06891500,2017-06-03,2017,CLSB,36.7,CLSB2017
USGS,06891500,2017-06-04,2017,CLSB,41.6,CLSB2017
USGS,06891500,2017-06-05,2017,CLSB,43.9,CLSB2017
USGS,06891500,2017-06-06,2017,CLSB,31,CLSB2017
USGS,06891500,2017-06-07,2017,CLSB,29.7,CLSB2017
USGS,06891500,2017-06-08,2017,CLSB,27.4,CLSB2017
USGS,06891500,2017-06-09,2017,CLSB,26,CLSB2017
USGS,06891500,2017-06-10,2017,CLSB,22.5,CLSB2017
USGS,06891500,2017-06-11,2017,CLSB,21,CLSB2017
USGS,06891500,2017-06-12,2017,CLSB,90,CLSB2017
USGS,06891500,2017-06-13,2017,CLSB,273,CLSB2017
USGS,06891500,2017-06-14,2017,CLSB,274,CLSB2017
USGS,06891500,2017-06-15,2017,CLSB,320,CLSB2017
USGS,06891500,2017-06-16,2017,CLSB,293,CLSB2017
USGS,06891500,2017-06-17,2017,CLSB,1060,CLSB2017
USGS,06891500,2017-06-18,2017,CLSB,821,CLSB2017
USGS,06891500,2017-06-19,2017,CLSB,263,CLSB2017
USGS,06891500,2017-06-20,2017,CLSB,81.9,CLSB2017
USGS,06891500,2017-06-21,2017,CLSB,123,CLSB2017
USGS,06891500,2017-06-22,2017,CLSB,303,CLSB2017
USGS,06891500,2017-06-23,2017,CLSB,298,CLSB2017
USGS,06891500,2017-06-24,2017,CLSB,289,CLSB2017
USGS,06891500,2017-06-25,2017,CLSB,286,CLSB2017
USGS,06891500,2017-06-26,2017,CLSB,288,CLSB2017
USGS,06891500,2017-06-27,2017,CLSB,289,CLSB2017
USGS,06891500,2017-06-28,2017,CLSB,285,CLSB2017
USGS,06891500,2017-06-29,2017,CLSB,391,CLSB2017
USGS,06891500,2017-06-30,2017,CLSB,992,CLSB2017
USGS,06891500,2017-07-01,2017,CLSB,126,CLSB2017
USGS,06891500,2017-07-02,2017,CLSB,80.4,CLSB2017
USGS,06891500,2017-07-03,2017,CLSB,179,CLSB2017
USGS,06891500,2017-07-04,2017,CLSB,487,CLSB2017
USGS,06891500,2017-07-05,2017,CLSB,474,CLSB2017
USGS,06891500,2017-07-06,2017,CLSB,469,CLSB2017
USGS,06891500,2017-07-07,2017,CLSB,459,CLSB2017
USGS,06891500,2017-07-08,2017,CLSB,457,CLSB2017
USGS,06891500,2017-07-09,2017,CLSB,456,CLSB2017
USGS,06891500,2017-07-10,2017,CLSB,455,CLSB2017
USGS,06891500,2017-07-11,2017,CLSB,454,CLSB2017
USGS,06891500,2017-07-12,2017,CLSB,324,CLSB2017
USGS,06891500,2017-07-13,2017,CLSB,22.3,CLSB2017
USGS,06891500,2017-07-14,2017,CLSB,42.1,CLSB2017
USGS,06891500,2017-07-15,2017,CLSB,28.4,CLSB2017
USGS,06891500,2017-07-16,2017,CLSB,23.6,CLSB2017
USGS,06891500,2017-07-17,2017,CLSB,21.5,CLSB2017
USGS,06891500,2017-07-18,2017,CLSB,20.5,CLSB2017
USGS,06891500,2017-07-19,2017,CLSB,20,CLSB2017
USGS,06891500,2017-07-20,2017,CLSB,20.3,CLSB2017
USGS,06891500,2017-07-21,2017,CLSB,19.1,CLSB2017
USGS,06891500,2017-07-22,2017,CLSB,20.8,CLSB2017
USGS,06891500,2017-07-23,2017,CLSB,41,CLSB2017
USGS,06891500,2017-07-24,2017,CLSB,30.5,CLSB2017
USGS,06891500,2017-07-25,2017,CLSB,23.8,CLSB2017
USGS,06891500,2017-07-26,2017,CLSB,33.1,CLSB2017
USGS,06891500,2017-07-27,2017,CLSB,87.2,CLSB2017
USGS,06891500,2017-07-28,2017,CLSB,33,CLSB2017
USGS,06891500,2017-07-29,2017,CLSB,25.6,CLSB2017
USGS,06891500,2017-07-30,2017,CLSB,22,CLSB2017
USGS,06891500,2017-07-31,2017,CLSB,20,CLSB2017
USGS,06891500,2017-08-01,2017,CLSB,19.4,CLSB2017
USGS,06891500,2017-08-02,2017,CLSB,18.5,CLSB2017
USGS,06891500,2017-08-03,2017,CLSB,17.8,CLSB2017
USGS,06891500,2017-08-04,2017,CLSB,17.1,CLSB2017
USGS,06891500,2017-08-05,2017,CLSB,65.4,CLSB2017
USGS,06891500,2017-08-06,2017,CLSB,116,CLSB2017
USGS,06891500,2017-08-07,2017,CLSB,37.3,CLSB2017
USGS,06891500,2017-08-08,2017,CLSB,26.5,CLSB2017
USGS,06891500,2017-08-09,2017,CLSB,22.7,CLSB2017
USGS,06891500,2017-08-10,2017,CLSB,20.9,CLSB2017
USGS,06891500,2017-08-11,2017,CLSB,20.3,CLSB2017
USGS,06891500,2017-08-12,2017,CLSB,19.4,CLSB2017
USGS,06891500,2017-08-13,2017,CLSB,19.2,CLSB2017
USGS,06891500,2017-08-14,2017,CLSB,19.1,CLSB2017
USGS,06891500,2017-08-15,2017,CLSB,18.8,CLSB2017
USGS,06891500,2017-08-16,2017,CLSB,38,CLSB2017
USGS,06891500,2017-08-17,2017,CLSB,22.3,CLSB2017
USGS,06891500,2017-08-18,2017,CLSB,20.1,CLSB2017
USGS,06891500,2017-08-19,2017,CLSB,19.1,CLSB2017
USGS,06891500,2017-08-20,2017,CLSB,18.5,CLSB2017
USGS,06891500,2017-08-21,2017,CLSB,42.6,CLSB2017
USGS,06891500,2017-08-22,2017,CLSB,4150,CLSB2017
USGS,06891500,2017-08-23,2017,CLSB,1470,CLSB2017
USGS,06891500,2017-08-24,2017,CLSB,308,CLSB2017
USGS,06891500,2017-08-25,2017,CLSB,749,CLSB2017
USGS,06891500,2017-08-26,2017,CLSB,1430,CLSB2017
USGS,06891500,2017-08-27,2017,CLSB,1340,CLSB2017
USGS,06891500,2017-08-28,2017,CLSB,1290,CLSB2017
USGS,06891500,2017-08-29,2017,CLSB,1270,CLSB2017
USGS,06891500,2017-08-30,2017,CLSB,1260,CLSB2017
USGS,06891500,2017-08-31,2017,CLSB,1250,CLSB2017
USGS,06891500,2017-09-01,2017,CLSB,1040,CLSB2017
USGS,06891500,2017-09-02,2017,CLSB,744,CLSB2017
USGS,06891500,2017-09-03,2017,CLSB,740,CLSB2017
USGS,06891500,2017-09-04,2017,CLSB,737,CLSB2017
USGS,06891500,2017-09-05,2017,CLSB,735,CLSB2017
USGS,06891500,2017-09-06,2017,CLSB,513,CLSB2017
USGS,06891500,2017-09-07,2017,CLSB,22,CLSB2017
USGS,06891500,2017-09-08,2017,CLSB,19.5,CLSB2017
USGS,06891500,2017-09-09,2017,CLSB,19.2,CLSB2017
USGS,06891500,2017-09-10,2017,CLSB,18.7,CLSB2017
USGS,06891500,2017-09-11,2017,CLSB,18.7,CLSB2017
USGS,06891500,2017-09-12,2017,CLSB,18.3,CLSB2017
USGS,06891500,2017-09-13,2017,CLSB,18.2,CLSB2017
USGS,06891500,2017-09-14,2017,CLSB,17.8,CLSB2017
USGS,06891500,2017-09-15,2017,CLSB,17.6,CLSB2017
USGS,06891500,2017-09-16,2017,CLSB,21.5,CLSB2017
USGS,06891500,2017-09-17,2017,CLSB,479,CLSB2017
USGS,06891500,2017-09-18,2017,CLSB,279,CLSB2017
USGS,06891500,2017-09-19,2017,CLSB,129,CLSB2017
USGS,06891500,2017-09-20,2017,CLSB,76.1,CLSB2017
USGS,06891500,2017-09-21,2017,CLSB,44.9,CLSB2017
USGS,06891500,2017-09-22,2017,CLSB,29.9,CLSB2017
USGS,06891500,2017-09-23,2017,CLSB,26.4,CLSB2017
USGS,06891500,2017-09-24,2017,CLSB,24.6,CLSB2017
USGS,06891500,2017-09-25,2017,CLSB,24.3,CLSB2017
USGS,06891500,2017-09-26,2017,CLSB,33.8,CLSB2017
USGS,06891500,2017-09-27,2017,CLSB,25.2,CLSB2017
USGS,06891500,2017-09-28,2017,CLSB,24.6,CLSB2017
USGS,06891500,2017-09-29,2017,CLSB,22.6,CLSB2017
USGS,06891500,2017-09-30,2017,CLSB,149,CLSB2017
USGS,06891500,2017-10-01,2017,CLSB,31.3,CLSB2017
USGS,06891500,2017-10-02,2017,CLSB,19.1,CLSB2017
USGS,06891500,2017-10-03,2017,CLSB,19.4,CLSB2017
USGS,06891500,2017-10-04,2017,CLSB,22.5,CLSB2017
USGS,06891500,2017-10-05,2017,CLSB,23.1,CLSB2017
USGS,06891500,2017-10-06,2017,CLSB,25.6,CLSB2017
USGS,06891500,2017-10-07,2017,CLSB,50.2,CLSB2017
USGS,06891500,2017-10-08,2017,CLSB,22,CLSB2017
USGS,06891500,2017-10-09,2017,CLSB,14.1,CLSB2017
USGS,06891500,2017-10-10,2017,CLSB,15.6,CLSB2017
USGS,06891500,2017-10-11,2017,CLSB,13.1,CLSB2017
USGS,06891500,2017-10-12,2017,CLSB,10.3,CLSB2017
USGS,06891500,2017-10-13,2017,CLSB,8.92,CLSB2017
USGS,06891500,2017-10-14,2017,CLSB,50.9,CLSB2017
USGS,06891500,2017-10-15,2017,CLSB,45.6,CLSB2017
USGS,06891500,2017-10-16,2017,CLSB,20.6,CLSB2017
USGS,06891500,2017-10-17,2017,CLSB,14.1,CLSB2017
USGS,06891500,2017-10-18,2017,CLSB,12.1,CLSB2017
USGS,06891500,2017-10-19,2017,CLSB,10.5,CLSB2017
USGS,06891500,2017-10-20,2017,CLSB,9.46,CLSB2017
USGS,06891500,2017-10-21,2017,CLSB,106,CLSB2017
USGS,06891500,2017-10-22,2017,CLSB,839,CLSB2017
USGS,06891500,2017-10-23,2017,CLSB,177,CLSB2017
USGS,06891500,2017-10-24,2017,CLSB,278,CLSB2017
USGS,06891500,2017-10-25,2017,CLSB,279,CLSB2017
USGS,06891500,2017-10-26,2017,CLSB,271,CLSB2017
USGS,06891500,2017-10-27,2017,CLSB,249,CLSB2017
USGS,06891500,2017-10-28,2017,CLSB,236,CLSB2017
USGS,06891500,2017-10-29,2017,CLSB,234,CLSB2017
USGS,06891500,2017-10-30,2017,CLSB,232,CLSB2017
USGS,06891500,2017-10-31,2017,CLSB,157,CLSB2017
USGS,07179500,1999-03-01,1999,CGSB,83,CGSB1999
USGS,07179500,1999-03-02,1999,CGSB,51,CGSB1999
USGS,07179500,1999-03-03,1999,CGSB,51,CGSB1999
USGS,07179500,1999-03-04,1999,CGSB,52,CGSB1999
USGS,07179500,1999-03-05,1999,CGSB,51,CGSB1999
USGS,07179500,1999-03-06,1999,CGSB,49,CGSB1999
USGS,07179500,1999-03-07,1999,CGSB,50,CGSB1999
USGS,07179500,1999-03-08,1999,CGSB,52,CGSB1999
USGS,07179500,1999-03-09,1999,CGSB,126,CGSB1999
USGS,07179500,1999-03-10,1999,CGSB,112,CGSB1999
USGS,07179500,1999-03-11,1999,CGSB,49,CGSB1999
USGS,07179500,1999-03-12,1999,CGSB,49,CGSB1999
USGS,07179500,1999-03-13,1999,CGSB,50,CGSB1999
USGS,07179500,1999-03-14,1999,CGSB,50,CGSB1999
USGS,07179500,1999-03-15,1999,CGSB,74,CGSB1999
USGS,07179500,1999-03-16,1999,CGSB,81,CGSB1999
USGS,07179500,1999-03-17,1999,CGSB,34,CGSB1999
USGS,07179500,1999-03-18,1999,CGSB,33,CGSB1999
USGS,07179500,1999-03-19,1999,CGSB,34,CGSB1999
USGS,07179500,1999-03-20,1999,CGSB,34,CGSB1999
USGS,07179500,1999-03-21,1999,CGSB,35,CGSB1999
USGS,07179500,1999-03-22,1999,CGSB,35,CGSB1999
USGS,07179500,1999-03-23,1999,CGSB,35,CGSB1999
USGS,07179500,1999-03-24,1999,CGSB,36,CGSB1999
USGS,07179500,1999-03-25,1999,CGSB,36,CGSB1999
USGS,07179500,1999-03-26,1999,CGSB,67,CGSB1999
USGS,07179500,1999-03-27,1999,CGSB,99,CGSB1999
USGS,07179500,1999-03-28,1999,CGSB,99,CGSB1999
USGS,07179500,1999-03-29,1999,CGSB,99,CGSB1999
USGS,07179500,1999-03-30,1999,CGSB,65,CGSB1999
USGS,07179500,1999-03-31,1999,CGSB,39,CGSB1999
USGS,07179500,1999-04-01,1999,CGSB,28,CGSB1999
USGS,07179500,1999-04-02,1999,CGSB,12,CGSB1999
USGS,07179500,1999-04-03,1999,CGSB,15,CGSB1999
USGS,07179500,1999-04-04,1999,CGSB,13,CGSB1999
USGS,07179500,1999-04-05,1999,CGSB,169,CGSB1999
USGS,07179500,1999-04-06,1999,CGSB,830,CGSB1999
USGS,07179500,1999-04-07,1999,CGSB,608,CGSB1999
USGS,07179500,1999-04-08,1999,CGSB,106,CGSB1999
USGS,07179500,1999-04-09,1999,CGSB,25,CGSB1999
