impd,date,month,year,cfs
CGSB,2017-05-22,5,2017,94
CGSB,2017-05-23,5,2017,292
CGSB,2017-05-24,5,2017,333
CGSB,2017-05-25,5,2017,333
CGSB,2017-05-26,5,2017,332
CGSB,2017-05-27,5,2017,332
CGSB,2017-05-28,5,2017,332
CGSB,2017-05-29,5,2017,333
CGSB,2017-05-30,5,2017,332
CGSB,2017-05-31,5,2017,330
CGSB,2017-06-01,6,2017,374
CGSB,2017-06-02,6,2017,337
CGSB,2017-06-03,6,2017,336
CGSB,2017-06-04,6,2017,339
CGSB,2017-06-05,6,2017,335
CGSB,2017-06-06,6,2017,333
CGSB,2017-06-07,6,2017,332
CGSB,2017-06-08,6,2017,332
CGSB,2017-06-09,6,2017,331
CGSB,2017-06-10,6,2017,330
CGSB,2017-06-11,6,2017,329
CGSB,2017-06-12,6,2017,328
CGSB,2017-06-13,6,2017,207
CGSB,2017-06-14,6,2017,133
CGSB,2017-06-15,6,2017,107
CGSB,2017-06-16,6,2017,52
CGSB,2017-06-17,6,2017,52
CGSB,2017-06-18,6,2017,51
CGSB,2017-06-19,6,2017,51
CGSB,2017-06-20,6,2017,51
CGSB,2017-06-21,6,2017,40
CGSB,2017-06-22,6,2017,10
CGSB,2017-06-23,6,2017,10
CGSB,2017-06-24,6,2017,10
CGSB,2017-06-25,6,2017,10
CGSB,2017-06-26,6,2017,10
CGSB,2017-06-27,6,2017,10
CGSB,2017-06-28,6,2017,9
CGSB,2017-06-29,6,2017,16
CGSB,2017-06-30,6,2017,341
CGSB,2017-07-01,7,2017,1950
CGSB,2017-07-02,7,2017,2240
CGSB,2017-07-03,7,2017,1290
CGSB,2017-07-04,7,2017,498
CGSB,2017-07-05,7,2017,189
CGSB,2017-07-06,7,2017,50
CGSB,2017-07-07,7,2017,9
CGSB,2017-07-08,7,2017,9
CGSB,2017-07-09,7,2017,9
CGSB,2017-07-10,7,2017,8
CGSB,2017-07-11,7,2017,8
CGSB,2017-07-12,7,2017,8
CGSB,2017-07-13,7,2017,9
CGSB,2017-07-14,7,2017,8
CGSB,2017-07-15,7,2017,8
CGSB,2017-07-16,7,2017,8
CGSB,2017-07-17,7,2017,8
CGSB,2017-07-18,7,2017,8
CGSB,2017-07-19,7,2017,8
CGSB,2017-07-20,7,2017,8
CGSB,2017-07-21,7,2017,8
CGSB,2017-07-22,7,2017,8
CGSB,2017-07-23,7,2017,8
CGSB,2017-07-24,7,2017,8
CGSB,2017-07-25,7,2017,8
CGSB,2017-07-26,7,2017,8
CGSB,2017-07-27,7,2017,8
CGSB,2017-07-28,7,2017,8
CGSB,2017-07-29,7,2017,8
CGSB,2017-07-30,7,2017,8
CGSB,2017-07-31,7,2017,8
CGSB,2017-08-01,8,2017,8
CGSB,2017-08-02,8,2017,8
CGSB,2017-08-03,8,2017,9
CGSB,2017-08-04,8,2017,15
CGSB,2017-08-05,8,2017,30
CGSB,2017-08-06,8,2017,17
CGSB,2017-08-07,8,2017,315
CGSB,2017-08-08,8,2017,521
CGSB,2017-08-09,8,2017,327
CGSB,2017-08-10,8,2017,69
CGSB,2017-08-11,8,2017,16
CGSB,2017-08-12,8,2017,16
CGSB,2017-08-13,8,2017,16
CGSB,2017-08-14,8,2017,16
CGSB,2017-08-15,8,2017,16
CGSB,2017-08-16,8,2017,16
CGSB,2017-08-17,8,2017,15
CGSB,2017-08-18,8,2017,15
CGSB,2017-08-19,8,2017,16
CGSB,2017-08-20,8,2017,16
CGSB,2017-08-21,8,2017,16
CGSB,2017-08-22,8,2017,17
CGSB,2017-08-23,8,2017,11
CGSB,2017-08-24,8,2017,7
CGSB,2017-08-25,8,2017,7
CGSB,2017-08-26,8,2017,7
CGSB,2017-08-27,8,2017,7
CGSB,2017-08-28,8,2017,7
CGSB,2017-08-29,8,2017,7
CGSB,2017-08-30,8,2017,7
CGSB,2017-08-31,8,2017,7
CGSB,2017-09-01,9,2017,7
CGSB,2017-09-02,9,2017,7
CGSB,2017-09-03,9,2017,7
CGSB,2017-09-04,9,2017,7
CGSB,2017-09-05,9,2017,7
CGSB,2017-09-06,9,2017,9
CGSB,2017-09-07,9,2017,16
CGSB,2017-09-08,9,2017,16
CGSB,2017-09-09,9,2017,16
CGSB,2017-09-10,9,2017,16
CGSB,2017-09-11,9,2017,17
CGSB,2017-09-12,9,2017,17
CGSB,2017-09-13,9,2017,12
CGSB,2017-09-14,9,2017,7
CGSB,2017-09-15,9,2017,7
CGSB,2017-09-16,9,2017,7
CGSB,2017-09-17,9,2017,7
CGSB,2017-09-18,9,2017,7
CGSB,2017-09-19,9,2017,7
CGSB,2017-09-20,9,2017,7
CGSB,2017-09-21,9,2017,7
CGSB,2017-09-22,9,2017,7
CGSB,2017-09-23,9,2017,7
CGSB,2017-09-24,9,2017,7
CGSB,2017-09-25,9,2017,8
CGSB,2017-09-26,9,2017,7
CGSB,2017-09-27,9,2017,7
CGSB,2017-09-28,9,2017,7
CGSB,2017-09-29,9,2017,7
CGSB,2017-09-30,9,2017,7
CGSB,2017-10-01,10,2017,7
CGSB,2017-10-02,10,2017,6
CGSB,2017-10-03,10,2017,4
CGSB,2017-10-04,10,2017,5
CGSB,2017-10-05,10,2017,5
CGSB,2017-10-06,10,2017,5
CGSB,2017-10-07,10,2017,5
CGSB,2017-10-08,10,2017,5
CGSB,2017-10-09,10,2017,4
CGSB,2017-10-10,10,2017,4
CGSB,2017-10-11,10,2017,4
CGSB,2017-10-12,10,2017,12
CGSB,2017-10-13,10,2017,17
CGSB,2017-10-14,10,2017,14
CGSB,2017-10-15,10,2017,13
CGSB,2017-10-16,10,2017,9
CGSB,2017-10-17,10,2017,5
CGSB,2017-10-18,10,2017,5
CGSB,2017-10-19,10,2017,5
CGSB,2017-10-20,10,2017,5
CGSB,2017-10-21,10,2017,5
CGSB,2017-10-22,10,2017,5
CGSB,2017-10-23,10,2017,4
CGSB,2017-10-24,10,2017,4
CGSB,2017-10-25,10,2017,5
CGSB,2017-10-26,10,2017,5
CGSB,2017-10-27,10,2017,4
CGSB,2017-10-28,10,2017,5
CGSB,2017-10-29,10,2017,5
CGSB,2017-10-30,10,2017,5
CGSB,2017-10-31,10,2017,5
GELO,2014-03-01,3,2014,13
GELO,2014-03-02,3,2014,13
GELO,2014-03-03,3,2014,13
GELO,2014-03-04,3,2014,13
GELO,2014-03-05,3,2014,13
GELO,2014-03-06,3,2014,13
GELO,2014-03-07,3,2014,13
GELO,2014-03-08,3,2014,13
GELO,2014-03-09,3,2014,13
GELO,2014-03-10,3,2014,14
GELO,2014-03-11,3,2014,14
GELO,2014-03-12,3,2014,13
GELO,2014-03-13,3,2014,13
GELO,2014-03-14,3,2014,13
GELO,2014-03-15,3,2014,13
GELO,2014-03-16,3,2014,13
GELO,2014-03-17,3,2014,13
GELO,2014-03-18,3,2014,13
GELO,2014-03-19,3,2014,13
GELO,2014-03-20,3,2014,13
GELO,2014-03-21,3,2014,14
GELO,2014-03-22,3,2014,14
GELO,2014-03-23,3,2014,14
GELO,2014-03-24,3,2014,14
GELO,2014-03-25,3,2014,13
GELO,2014-03-26,3,2014,13
GELO,2014-03-27,3,2014,14
GELO,2014-03-28,3,2014,13
GELO,2014-03-29,3,2014,13
GELO,2014-03-30,3,2014,14
GELO,2014-03-31,3,2014,14
GELO,2014-04-01,4,2014,13
GELO,2014-04-02,4,2014,14
GELO,2014-04-03,4,2014,14
GELO,2014-04-04,4,2014,14
GELO,2014-04-05,4,2014,14
GELO,2014-04-06,4,2014,14
GELO,2014-04-07,4,2014,14
GELO,2014-04-08,4,2014,14
GELO,2014-04-09,4,2014,13
GELO,2014-04-10,4,2014,13
GELO,2014-04-11,4,2014,14
GELO,2014-04-12,4,2014,14
GELO,2014-04-13,4,2014,14
GELO,2014-04-14,4,2014,14
GELO,2014-04-15,4,2014,14
GELO,2014-04-16,4,2014,11
GELO,2014-04-17,4,2014,10
GELO,2014-04-18,4,2014,11
GELO,2014-04-19,4,2014,11
GELO,2014-04-20,4,2014,11
GELO,2014-04-21,4,2014,12
GELO,2014-04-22,4,2014,11
GELO,2014-04-23,4,2014,11
GELO,2014-04-24,4,2014,13
GELO,2014-04-25,4,2014,11
GELO,2014-04-26,4,2014,11
GELO,2014-04-27,4,2014,11
GELO,2014-04-28,4,2014,11
GELO,2014-04-29,4,2014,12
GELO,2014-04-30,4,2014,11
GELO,2014-05-01,5,2014,11
GELO,2014-05-02,5,2014,10
GELO,2014-05-03,5,2014,10
GELO,2014-05-04,5,2014,10
GELO,2014-05-05,5,2014,13
GELO,2014-05-06,5,2014,21
GELO,2014-05-07,5,2014,22
GELO,2014-05-08,5,2014,25
GELO,2014-05-09,5,2014,42
GELO,2014-05-10,5,2014,42
GELO,2014-05-11,5,2014,43
GELO,2014-05-12,5,2014,38
GELO,2014-05-13,5,2014,32
GELO,2014-05-14,5,2014,32
GELO,2014-05-15,5,2014,32
GELO,2014-05-16,5,2014,31
GELO,2014-05-17,5,2014,32
GELO,2014-05-18,5,2014,32
GELO,2014-05-19,5,2014,32
GELO,2014-05-20,5,2014,33
GELO,2014-05-21,5,2014,32
GELO,2014-05-22,5,2014,33
GELO,2014-05-23,5,2014,32
GELO,2014-05-24,5,2014,32
GELO,2014-05-25,5,2014,32
GELO,2014-05-26,5,2014,31
GELO,2014-05-27,5,2014,30
GELO,2014-05-28,5,2014,45
GELO,2014-05-29,5,2014,64
GELO,2014-05-30,5,2014,62
GELO,2014-05-31,5,2014,62
GELO,2014-06-01,6,2014,68
GELO,2014-06-02,6,2014,483
GELO,2014-06-03,6,2014,127
GELO,2014-06-04,6,2014,42
GELO,2014-06-05,6,2014,26
GELO,2014-06-06,6,2014,43
GELO,2014-06-07,6,2014,234
GELO,2014-06-08,6,2014,331
GELO,2014-06-09,6,2014,50
GELO,2014-06-10,6,2014,22
GELO,2014-06-11,6,2014,15
GELO,2014-06-12,6,2014,13
GELO,2014-06-13,6,2014,112
GELO,2014-06-14,6,2014,57
GELO,2014-06-15,6,2014,26
GELO,2014-06-16,6,2014,17
GELO,2014-06-17,6,2014,16
GELO,2014-06-18,6,2014,13
GELO,2014-06-19,6,2014,12
GELO,2014-06-20,6,2014,18
GELO,2014-06-21,6,2014,36
GELO,2014-06-22,6,2014,44
GELO,2014-06-23,6,2014,38
GELO,2014-06-24,6,2014,45
GELO,2014-06-25,6,2014,38
GELO,2014-06-26,6,2014,38
GELO,2014-06-27,6,2014,38
GELO,2014-06-28,6,2014,41
GELO,2014-06-29,6,2014,72
GELO,2014-06-30,6,2014,70
GELO,2014-07-01,7,2014,48
GELO,2014-07-02,7,2014,40
GELO,2014-07-03,7,2014,36
GELO,2014-07-04,7,2014,35
GELO,2014-07-05,7,2014,41
GELO,2014-07-06,7,2014,56
GELO,2014-07-07,7,2014,60
GELO,2014-07-08,7,2014,63
GELO,2014-07-09,7,2014,61
GELO,2014-07-10,7,2014,68
GELO,2014-07-11,7,2014,79
GELO,2014-07-12,7,2014,91
GELO,2014-07-13,7,2014,104
GELO,2014-07-14,7,2014,95
GELO,2014-07-15,7,2014,83
GELO,2014-07-16,7,2014,87
GELO,2014-07-17,7,2014,79
GELO,2014-07-18,7,2014,68
GELO,2014-07-19,7,2014,73
GELO,2014-07-20,7,2014,96
GELO,2014-07-21,7,2014,102
GELO,2014-07-22,7,2014,103
GELO,2014-07-23,7,2014,104
GELO,2014-07-24,7,2014,104
GELO,2014-07-25,7,2014,113
GELO,2014-07-26,7,2014,124
GELO,2014-07-27,7,2014,124
GELO,2014-07-28,7,2014,123
GELO,2014-07-29,7,2014,117
GELO,2014-07-30,7,2014,109
GELO,2014-07-31,7,2014,103
GELO,2014-08-01,8,2014,102
GELO,2014-08-02,8,2014,100
GELO,2014-08-03,8,2014,97
GELO,2014-08-04,8,2014,96
GELO,2014-08-05,8,2014,100
GELO,2014-08-06,8,2014,110
GELO,2014-08-07,8,2014,110
GELO,2014-08-08,8,2014,94
GELO,2014-08-09,8,2014,86
GELO,2014-08-10,8,2014,812
GELO,2014-08-11,8,2014,331
GELO,2014-08-12,8,2014,44
GELO,2014-08-13,8,2014,22
GELO,2014-08-14,8,2014,30
GELO,2014-08-15,8,2014,50
GELO,2014-08-16,8,2014,48
GELO,2014-08-17,8,2014,46
GELO,2014-08-18,8,2014,48
GELO,2014-08-19,8,2014,34
GELO,2014-08-20,8,2014,14
GELO,2014-08-21,8,2014,24
GELO,2014-08-22,8,2014,37
GELO,2014-08-23,8,2014,14
GELO,2014-08-24,8,2014,17
GELO,2014-08-25,8,2014,17
GELO,2014-08-26,8,2014,36
GELO,2014-08-27,8,2014,43
GELO,2014-08-28,8,2014,30
GELO,2014-08-29,8,2014,385
GELO,2014-08-30,8,2014,522
GELO,2014-08-31,8,2014,84
GELO,2014-09-01,9,2014,33
GELO,2014-09-02,9,2014,20
GELO,2014-09-03,9,2014,14
GELO,2014-09-04,9,2014,11
GELO,2014-09-05,9,2014,11
GELO,2014-09-06,9,2014,10
GELO,2014-09-07,9,2014,10
GELO,2014-09-08,9,2014,10
GELO,2014-09-09,9,2014,10
GELO,2014-09-10,9,2014,11
GELO,2014-09-11,9,2014,10
GELO,2014-09-12,9,2014,10
GELO,2014-09-13,9,2014,9
GELO,2014-09-14,9,2014,9
GELO,2014-09-15,9,2014,10
GELO,2014-09-16,9,2014,9
GELO,2014-09-17,9,2014,9
GELO,2014-09-18,9,2014,10
GELO,2014-09-19,9,2014,10
GELO,2014-09-20,9,2014,10
GELO,2014-09-21,9,2014,9
GELO,2014-09-22,9,2014,9
GELO,2014-09-23,9,2014,10
GELO,2014-09-24,9,2014,10
GELO,2014-09-25,9,2014,12
GELO,2014-09-26,9,2014,12
GELO,2014-09-27,9,2014,12
GELO,2014-09-28,9,2014,12
GELO,2014-09-29,9,2014,12
GELO,2014-09-30,9,2014,13
GELO,2014-10-01,10,2014,12
GELO,2014-10-02,10,2014,14
GELO,2014-10-03,10,2014,16
GELO,2014-10-04,10,2014,12
GELO,2014-10-05,10,2014,11
GELO,2014-10-06,10,2014,11
GELO,2014-10-07,10,2014,12
GELO,2014-10-08,10,2014,12
GELO,2014-10-09,10,2014,12
GELO,2014-10-10,10,2014,13
GELO,2014-10-11,10,2014,12
GELO,2014-10-12,10,2014,12
GELO,2014-10-13,10,2014,12
GELO,2014-10-14,10,2014,12
GELO,2014-10-15,10,2014,12
GELO,2014-10-16,10,2014,12
GELO,2014-10-17,10,2014,12
GELO,2014-10-18,10,2014,12
GELO,2014-10-19,10,2014,12
GELO,2014-10-20,10,2014,12
GELO,2014-10-21,10,2014,12
GELO,2014-10-22,10,2014,12
GELO,2014-10-23,10,2014,12
GELO,2014-10-24,10,2014,12
GELO,2014-10-25,10,2014,12
GELO,2014-10-26,10,2014,12
GELO,2014-10-27,10,2014,12
GELO,2014-10-28,10,2014,12
GELO,2014-10-29,10,2014,12
GELO,2014-10-30,10,2014,12
GELO,2014-10-31,10,2014,12
GELO,2019-03-01,3,2019,439
GELO,2019-03-02,3,2019,414
GELO,2019-03-03,3,2019,415
GELO,2019-03-04,3,2019,412
GELO,2019-03-05,3,2019,411
GELO,2019-03-06,3,2019,412
GELO,2019-03-07,3,2019,412
GELO,2019-03-08,3,2019,414
GELO,2019-03-09,3,2019,478
GELO,2019-03-10,3,2019,877
GELO,2019-03-11,3,2019,821
GELO,2019-03-12,3,2019,497
GELO,2019-03-13,3,2019,563
GELO,2019-03-14,3,2019,819
GELO,2019-03-15,3,2019,633
GELO,2019-03-16,3,2019,615
GELO,2019-03-17,3,2019,576
GELO,2019-03-18,3,2019,1010
GELO,2019-03-19,3,2019,1610
GELO,2019-03-20,3,2019,2030
GELO,2019-03-21,3,2019,2410
GELO,2019-03-22,3,2019,2500
GELO,2019-03-23,3,2019,2500
GELO,2019-03-24,3,2019,2650
GELO,2019-03-25,3,2019,2520
GELO,2019-03-26,3,2019,2500
GELO,2019-03-27,3,2019,2490
GELO,2019-03-28,3,2019,2270
GELO,2019-03-29,3,2019,1990
GELO,2019-03-30,3,2019,1990
GELO,2019-03-31,3,2019,1990
GELO,2019-04-01,4,2019,1800
GELO,2019-04-02,4,2019,1580
GELO,2019-04-03,4,2019,1570
GELO,2019-04-04,4,2019,1560
GELO,2019-04-05,4,2019,1560
GELO,2019-04-06,4,2019,1550
GELO,2019-04-07,4,2019,1550
GELO,2019-04-08,4,2019,1460
GELO,2019-04-09,4,2019,1200
GELO,2019-04-10,4,2019,852
GELO,2019-04-11,4,2019,736
GELO,2019-04-12,4,2019,574
GELO,2019-04-13,4,2019,491
GELO,2019-04-14,4,2019,488
GELO,2019-04-15,4,2019,487
GELO,2019-04-16,4,2019,487
GELO,2019-04-17,4,2019,488
GELO,2019-04-18,4,2019,487
GELO,2019-04-19,4,2019,445
GELO,2019-04-20,4,2019,420
GELO,2019-04-21,4,2019,421
GELO,2019-04-22,4,2019,421
GELO,2019-04-23,4,2019,420
GELO,2019-04-24,4,2019,420
GELO,2019-04-25,4,2019,367
GELO,2019-04-26,4,2019,337
GELO,2019-04-27,4,2019,337
GELO,2019-04-28,4,2019,335
GELO,2019-04-29,4,2019,336
GELO,2019-04-30,4,2019,336
GELO,2019-05-01,5,2019,304
GELO,2019-05-02,5,2019,289
GELO,2019-05-03,5,2019,289
GELO,2019-05-04,5,2019,290
GELO,2019-05-05,5,2019,291
GELO,2019-05-06,5,2019,292
GELO,2019-05-07,5,2019,334
GELO,2019-05-08,5,2019,219
GELO,2019-05-09,5,2019,115
GELO,2019-05-10,5,2019,105
GELO,2019-05-11,5,2019,102
GELO,2019-05-12,5,2019,102
GELO,2019-05-13,5,2019,290
GELO,2019-05-14,5,2019,486
GELO,2019-05-15,5,2019,629
GELO,2019-05-16,5,2019,706
GELO,2019-05-17,5,2019,703
GELO,2019-05-18,5,2019,703
GELO,2019-05-19,5,2019,435
GELO,2019-05-20,5,2019,197
GELO,2019-05-21,5,2019,326
GELO,2019-05-22,5,2019,479
GELO,2019-05-23,5,2019,330
GELO,2019-05-24,5,2019,1140
GELO,2019-05-25,5,2019,551
GELO,2019-05-26,5,2019,424
GELO,2019-05-27,5,2019,449
GELO,2019-05-28,5,2019,454
GELO,2019-05-29,5,2019,976
GELO,2019-05-30,5,2019,361
GELO,2019-05-31,5,2019,240
GELO,2019-06-01,6,2019,193
GELO,2019-06-02,6,2019,169
GELO,2019-06-03,6,2019,152
GELO,2019-06-04,6,2019,151
GELO,2019-06-05,6,2019,142
GELO,2019-06-06,6,2019,450
GELO,2019-06-07,6,2019,1220
GELO,2019-06-08,6,2019,1500
GELO,2019-06-09,6,2019,1510
GELO,2019-06-10,6,2019,1810
GELO,2019-06-11,6,2019,2060
GELO,2019-06-12,6,2019,2050
GELO,2019-06-13,6,2019,2210
GELO,2019-06-14,6,2019,2620
GELO,2019-06-15,6,2019,2600
GELO,2019-06-16,6,2019,2600
GELO,2019-06-17,6,2019,2590
GELO,2019-06-18,6,2019,2590
GELO,2019-06-19,6,2019,2370
GELO,2019-06-20,6,2019,1260
GELO,2019-06-21,6,2019,1390
GELO,2019-06-22,6,2019,3040
GELO,2019-06-23,6,2019,1350
GELO,2019-06-24,6,2019,188
GELO,2019-06-25,6,2019,121
GELO,2019-06-26,6,2019,101
GELO,2019-06-27,6,2019,402
GELO,2019-06-28,6,2019,1090
GELO,2019-06-29,6,2019,1070
GELO,2019-06-30,6,2019,1050
GELO,2019-07-01,7,2019,1040
GELO,2019-07-02,7,2019,1020
GELO,2019-07-03,7,2019,1010
GELO,2019-07-04,7,2019,1000
GELO,2019-07-05,7,2019,1000
GELO,2019-07-06,7,2019,1020
GELO,2019-07-07,7,2019,1050
GELO,2019-07-08,7,2019,1000
GELO,2019-07-09,7,2019,1140
GELO,2019-07-10,7,2019,1730
GELO,2019-07-11,7,2019,1330
GELO,2019-07-12,7,2019,1100
GELO,2019-07-13,7,2019,1020
GELO,2019-07-14,7,2019,988
GELO,2019-07-15,7,2019,976
GELO,2019-07-16,7,2019,967
GELO,2019-07-17,7,2019,959
GELO,2019-07-18,7,2019,954
GELO,2019-07-19,7,2019,947
GELO,2019-07-20,7,2019,936
GELO,2019-07-21,7,2019,937
GELO,2019-07-22,7,2019,935
GELO,2019-07-23,7,2019,929
GELO,2019-07-24,7,2019,1160
GELO,2019-07-25,7,2019,1820
GELO,2019-07-26,7,2019,2140
GELO,2019-07-27,7,2019,2130
GELO,2019-07-28,7,2019,2120
GELO,2019-07-29,7,2019,2110
GELO,2019-07-30,7,2019,2100
GELO,2019-07-31,7,2019,2090
GELO,2019-08-01,8,2019,2090
GELO,2019-08-02,8,2019,906
GELO,2019-08-03,8,2019,996
GELO,2019-08-04,8,2019,224
GELO,2019-08-05,8,2019,323
GELO,2019-08-06,8,2019,740
GELO,2019-08-07,8,2019,967
GELO,2019-08-08,8,2019,962
GELO,2019-08-09,8,2019,959
GELO,2019-08-10,8,2019,952
GELO,2019-08-11,8,2019,962
GELO,2019-08-12,8,2019,1290
GELO,2019-08-13,8,2019,1660
GELO,2019-08-14,8,2019,1110
GELO,2019-08-15,8,2019,991
GELO,2019-08-16,8,2019,1230
GELO,2019-08-17,8,2019,1910
GELO,2019-08-18,8,2019,1790
GELO,2019-08-19,8,2019,1230
GELO,2019-08-20,8,2019,1510
GELO,2019-08-21,8,2019,1590
GELO,2019-08-22,8,2019,1580
GELO,2019-08-23,8,2019,1580
GELO,2019-08-24,8,2019,1580
GELO,2019-08-25,8,2019,2990
GELO,2019-08-26,8,2019,744
GELO,2019-08-27,8,2019,203
GELO,2019-08-28,8,2019,279
GELO,2019-08-29,8,2019,904
GELO,2019-08-30,8,2019,1980
GELO,2019-08-31,8,2019,2010
GELO,2019-09-01,9,2019,1930
GELO,2019-09-02,9,2019,2170
GELO,2019-09-03,9,2019,2150
GELO,2019-09-04,9,2019,2130
GELO,2019-09-05,9,2019,2110
GELO,2019-09-06,9,2019,2100
GELO,2019-09-07,9,2019,2090
GELO,2019-09-08,9,2019,2080
GELO,2019-09-09,9,2019,2070
GELO,2019-09-10,9,2019,2060
GELO,2019-09-11,9,2019,2340
GELO,2019-09-12,9,2019,2590
GELO,2019-09-13,9,2019,2570
GELO,2019-09-14,9,2019,2560
GELO,2019-09-15,9,2019,2550
GELO,2019-09-16,9,2019,2540
GELO,2019-09-17,9,2019,2530
GELO,2019-09-18,9,2019,2520
GELO,2019-09-19,9,2019,2510
GELO,2019-09-20,9,2019,2500
GELO,2019-09-21,9,2019,2500
GELO,2019-09-22,9,2019,3310
GELO,2019-09-23,9,2019,2570
GELO,2019-09-24,9,2019,2460
GELO,2019-09-25,9,2019,2440
GELO,2019-09-26,9,2019,2430
GELO,2019-09-27,9,2019,2420
GELO,2019-09-28,9,2019,2420
GELO,2019-09-29,9,2019,2410
GELO,2019-09-30,9,2019,2410
GELO,2019-10-01,10,2019,1930
GELO,2019-10-02,10,2019,2040
GELO,2019-10-03,10,2019,1280
GELO,2019-10-04,10,2019,1340
GELO,2019-10-05,10,2019,1510
GELO,2019-10-06,10,2019,1490
GELO,2019-10-07,10,2019,1720
GELO,2019-10-08,10,2019,1990
GELO,2019-10-09,10,2019,1980
GELO,2019-10-10,10,2019,1980
GELO,2019-10-11,10,2019,1970
GELO,2019-10-12,10,2019,1970
GELO,2019-10-13,10,2019,1960
GELO,2019-10-14,10,2019,1960
GELO,2019-10-15,10,2019,1960
GELO,2019-10-16,10,2019,1660
GELO,2019-10-17,10,2019,1480
GELO,2019-10-18,10,2019,1490
GELO,2019-10-19,10,2019,1500
GELO,2019-10-20,10,2019,1500
GELO,2019-10-21,10,2019,1430
GELO,2019-10-22,10,2019,1370
GELO,2019-10-23,10,2019,1190
GELO,2019-10-24,10,2019,1010
GELO,2019-10-25,10,2019,1010
GELO,2019-10-26,10,2019,1010
GELO,2019-10-27,10,2019,1010
GELO,2019-10-28,10,2019,738
GELO,2019-10-29,10,2019,492
GELO,2019-10-30,10,2019,491
GELO,2019-10-31,10,2019,659
GELO,2020-03-01,3,2020,196
GELO,2020-03-02,3,2020,35
GELO,2020-03-03,3,2020,33
GELO,2020-03-04,3,2020,32
GELO,2020-03-05,3,2020,31
GELO,2020-03-06,3,2020,30
GELO,2020-03-07,3,2020,29
GELO,2020-03-08,3,2020,28
GELO,2020-03-09,3,2020,30
GELO,2020-03-10,3,2020,30
GELO,2020-03-11,3,2020,30
GELO,2020-03-12,3,2020,30
GELO,2020-03-13,3,2020,30
GELO,2020-03-14,3,2020,30
GELO,2020-03-15,3,2020,30
GELO,2020-03-16,3,2020,29
GELO,2020-03-17,3,2020,29
GELO,2020-03-18,3,2020,30
GELO,2020-03-19,3,2020,31
GELO,2020-03-20,3,2020,30
GELO,2020-03-21,3,2020,29
GELO,2020-03-22,3,2020,29
GELO,2020-03-23,3,2020,29
GELO,2020-03-24,3,2020,28
GELO,2020-03-25,3,2020,29
GELO,2020-03-26,3,2020,30
GELO,2020-03-27,3,2020,29
GELO,2020-03-28,3,2020,28
GELO,2020-03-29,3,2020,28
GELO,2020-03-30,3,2020,27
GELO,2020-03-31,3,2020,26
GELO,2020-04-01,4,2020,25
GELO,2020-04-02,4,2020,25
GELO,2020-04-03,4,2020,25
GELO,2020-04-04,4,2020,24
GELO,2020-04-05,4,2020,24
GELO,2020-04-06,4,2020,24
GELO,2020-04-07,4,2020,24
GELO,2020-04-08,4,2020,25
GELO,2020-04-09,4,2020,24
GELO,2020-04-10,4,2020,24
GELO,2020-04-11,4,2020,23
GELO,2020-04-12,4,2020,23
GELO,2020-04-13,4,2020,22
GELO,2020-04-14,4,2020,21
GELO,2020-04-15,4,2020,22
GELO,2020-04-16,4,2020,21
GELO,2020-04-17,4,2020,21
GELO,2020-04-18,4,2020,21
GELO,2020-04-19,4,2020,22
GELO,2020-04-20,4,2020,22
GELO,2020-04-21,4,2020,22
GELO,2020-04-22,4,2020,24
GELO,2020-04-23,4,2020,116
GELO,2020-04-24,4,2020,301
GELO,2020-04-25,4,2020,301
GELO,2020-04-26,4,2020,300
GELO,2020-04-27,4,2020,300
GELO,2020-04-28,4,2020,301
GELO,2020-04-29,4,2020,301
GELO,2020-04-30,4,2020,299
GELO,2020-05-01,5,2020,299
GELO,2020-05-02,5,2020,299
GELO,2020-05-03,5,2020,299
GELO,2020-05-04,5,2020,301
GELO,2020-05-05,5,2020,302
GELO,2020-05-06,5,2020,304
GELO,2020-05-07,5,2020,305
GELO,2020-05-08,5,2020,305
GELO,2020-05-09,5,2020,303
GELO,2020-05-10,5,2020,302
GELO,2020-05-11,5,2020,553
GELO,2020-05-12,5,2020,1060
GELO,2020-05-13,5,2020,1280
GELO,2020-05-14,5,2020,1270
GELO,2020-05-15,5,2020,1270
GELO,2020-05-16,5,2020,1270
GELO,2020-05-17,5,2020,1270
GELO,2020-05-18,5,2020,990
GELO,2020-05-19,5,2020,543
GELO,2020-05-20,5,2020,461
GELO,2020-05-21,5,2020,461
GELO,2020-05-22,5,2020,462
GELO,2020-05-23,5,2020,462
GELO,2020-05-24,5,2020,461
GELO,2020-05-25,5,2020,239
GELO,2020-05-26,5,2020,71
GELO,2020-05-27,5,2020,189
GELO,2020-05-28,5,2020,414
GELO,2020-05-29,5,2020,462
GELO,2020-05-30,5,2020,461
GELO,2020-05-31,5,2020,460
GELO,2020-06-01,6,2020,459
GELO,2020-06-02,6,2020,387
GELO,2020-06-03,6,2020,221
GELO,2020-06-04,6,2020,209
GELO,2020-06-05,6,2020,208
GELO,2020-06-06,6,2020,314
GELO,2020-06-07,6,2020,390
GELO,2020-06-08,6,2020,389
GELO,2020-06-09,6,2020,389
GELO,2020-06-10,6,2020,391
GELO,2020-06-11,6,2020,388
GELO,2020-06-12,6,2020,326
GELO,2020-06-13,6,2020,250
GELO,2020-06-14,6,2020,250
